piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
75N92023F00002,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,7096895,23-004094 NHLBI SEQUENCING CORE FACILITY REQUIRES ILLUMINA KITS AND REAGENTS IN ORDER TO CARRY OUT NEXT-GENERATION SEQUENCING ON ILLUMINA INSTRUMENTS FOR SUPPORTED INVESTIGATORS.,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92023F00002&modNumber=P00002&idvAgencyID=&idvPIID=HHSN316201200018W&contractType=AWARD,3/20/2025,2365335,7529,75N92023F00002,P00002,7529,HHSN316201200018W,4,08/09/2024,08/15/2023,08/14/2025,08/14/2028,06/26/2023,6229368.22,12128454.15,6229368.22,12128454.15,0.0,33509161.87,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,,1TTG5,1725 DUKE ST,,ALEXANDRIA,VA,223143456,USA,UNITED STATES,(571) 858-0176,(703) 842-6748,VIRGINIA 08,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512.0,COMPUTER SYSTEMS DESIGN SERVICES,VA,,USA,ALEXANDRIA CITY,ALEXANDRIA,,22314,3456.0,,2025-04-04-0017
47QFDA22F0021,General Services Administration,"ICF INCORPORATED, L.L.C.",8941673,EPA BPA TASK ORDER 08 AGAINST BPA for Environmental Consulting Services in support of the Environmental Protection Agency's Energy Start Program and Other Related Programs,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA22F0021&modNumber=P00013&idvAgencyID=&idvPIID=47QFDA21A0006&contractType=AWARD,3/20/2025,4694253,4732,47QFDA22F0021,P00013,4732,47QFDA21A0006,P00004,09/19/2024,03/21/2022,03/14/2025,03/20/2026,03/08/2022,-47999.99,4247419.81,0.0,5340635.81,0.0,8941672.85,QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",,5M571,9300 LEE HWY,,FAIRFAX,VA,220316050,USA,UNITED STATES,(703) 934-3484,(703) 218-2547,VIRGINIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20460,1.0,,2025-04-04-0017
68HERC23F0350,Environmental Protection Agency,BOOZ ALLEN HAMILTON INC.,1122632,RTP ONSITE ENGINEERING SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC23F0350&modNumber=P00008&idvAgencyID=&idvPIID=68HERC23A0007&contractType=AWARD,3/20/2025,592649,6800,68HERC23F0350,P00008,6800,68HERC23A0007,P00003,03/19/2025,07/01/2023,03/19/2025,03/19/2025,04/07/2023,0.0,529982.45,0.0,673070.61,0.0,1122631.62,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,,17038,8283 GREENSBORO DR,,MC LEAN,VA,221023830,USA,UNITED STATES,(703) 377-0195,(703) 902-3200,VIRGINIA 11,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,NC,,USA,DURHAM,DURHAM,,27713,2848.0,,2025-04-04-0017
36C24724N0673,Department of Veterans Affairs,PRESS GANEY ASSOCIATES LLC,15931237,PATIENT SATISFACTION SURVEY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C24724N0673&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0205R&contractType=AWARD,3/20/2025,13675917,3600,36C24724N0673,P00001,4730,GS10F0205R,PA0064,03/04/2025,06/01/2024,03/04/2025,03/04/2025,05/15/2024,-1163659.52,2255319.76,-1163659.52,2255319.76,-1163659.52,15931236.88,PTAKRVGUJE53,PRESS GANEY ASSOCIATES LLC,,3DFC7,1173 IGNITION DR,,SOUTH BEND,IN,466012901,USA,UNITED STATES,(800) 232-8032,,INDIANA 02,R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,GA,,USA,DEKALB,DECATUR,,30033,3425.0,,2025-04-04-0017
36C77624N0470,Department of Veterans Affairs,"BEST PRACTICE ASSOCIATES, L.L.C.",4101191,PAYER RELATIONS AND SERVICES SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C77624N0470&modNumber=P00002&idvAgencyID=&idvPIID=36C77622D0031&contractType=AWARD,3/20/2025,1844144,3600,36C77624N0470,P00002,3600,36C77622D0031,0,03/19/2025,09/14/2024,09/13/2025,09/13/2027,05/29/2024,0.0,2257047.25,1844143.73,4101191.01,1844143.73,4101191.01,HJ2UGP6Z2EG1,"BEST PRACTICE ASSOCIATES, L.L.C.",FEDERAL ADVISORY PARTNERS,5YUU0,3100 CLARENDON BLVD STE 1400,,ARLINGTON,VA,222015333,USA,UNITED STATES,(703) 328-3923,(703) 229-5895,VIRGINIA 08,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MO,,USA,SAINT LOUIS CITY,SAINT LOUIS,,63125,1007.0,,2025-04-04-0017
77344424C0010,International Assistance Programs,DEBRA-ANN WOOD THOMAS,618919,PART TIME TECHNICAL ADVISOR PSC - OFPM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344424C0010&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/20/2025,501718,7700,77344424C0010,P00002,,,,03/19/2025,05/01/2024,05/22/2025,05/22/2029,06/02/2023,0.0,117200.97,0.0,117200.97,0.0,618919.07,REW8KZH8D5L4,DEBRA-ANN WOOD THOMAS,,9V5X0,2507 PATRICIA CT,,FALLS CHURCH,VA,220433232,USA,UNITED STATES,(703) 966-1660,,VIRGINIA 08,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20527,1.0,,2025-04-04-0017
2033H622F00165,Department of Treasury,BOOZ ALLEN HAMILTON INC.,10790929,DATA TRANSPARENCY USASPENDING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=2033H622F00165&modNumber=P00007&idvAgencyID=&idvPIID=2033H620A00008&contractType=AWARD,3/20/2025,0,2036,2033H622F00165,P00007,2036,2033H620A00008,P00003,03/19/2025,09/20/2022,03/19/2025,03/19/2025,07/08/2022,0.0,10790929.44,0.0,10790929.44,-13209933.2,10790929.44,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,,17038,8283 GREENSBORO DR,,MC LEAN,VA,221023830,USA,UNITED STATES,(703) 377-0195,(703) 902-3200,VIRGINIA 11,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,VA,,USA,FAIRFAX,MCLEAN,,22102,3830.0,,2025-04-04-0017
86615123F00013,Housing and Urban Development,WEST PUBLISHING CORPORATION,38609,"ONLINE LEGAL RESEARCH AND RELATED SUBSCRIPTION SERVICES FOR HUD'S OLHCHH OFFICE USERS AS DESCRIBED IN EACH OF THE CONTRACT LINE ITEMS (CLIN'S) AND THE ATTACHMENTS FOR BASE YEAR, PLUS FOUR OPTION YEARS, OR A TOTAL OF FIVE YEARS.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00013&modNumber=P00001&idvAgencyID=&idvPIID=86615123A00002&contractType=AWARD,3/19/2025,31345,8600,86615123F00013,P00001,8600,86615123A00002,P00004,02/25/2025,06/26/2023,02/25/2025,02/25/2025,12/22/2022,0.0,7264.8,0.0,7264.8,-31344.6,7264.8,L997DB4PEJL8,WEST PUBLISHING CORPORATION,,89101,2900 AMES CROSSING RD STE 100,,EAGAN,MN,551212498,USA,UNITED STATES,(763) 326-4762,,MINNESOTA 02,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,519130.0,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,MN,,USA,DAKOTA,SAINT PAUL,,55123,1340.0,,2025-04-04-0017
89243125FSC400726,Department of Energy,DAWNBREAKER INC,11181173,PROVIDE PHASE 0 ASSISTANCE TO SBIR/STTR PROGRAM,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243125FSC400726&modNumber=P00001&idvAgencyID=&idvPIID=GS00F134CA&contractType=AWARD,3/19/2025,8957364,8900,89243125FSC400726,P00001,4732,GS00F134CA,PA0021,01/16/2025,11/26/2024,11/30/2025,11/30/2029,09/24/2024,0.0,2223808.82,0.0,2223808.82,0.0,11181173.22,KG1XNMVL4H76,"DAWNBREAKER, INC.",,1NX98,3161 UNION ST,,NORTH CHILI,NY,145141128,USA,UNITED STATES,(585) 594-8641,(585) 594-8623,NEW YORK 25,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TN,,USA,ANDERSON,OAK RIDGE,,37830,8823.0,,2025-04-04-0017
89243624CCD000010,Department of Energy,ASU RESEARCH ENTERPRISE,490959,THE CONTRACTOR SHALL DEVELOP AND FACILITATE PARTICIPATORY TECHNOLOGY ASSESSMENTS (PTA'S) FOR TWO OCED-FUNDED PROJECT SITES AND IMPLEMENT A TRAINING OF TRAINERS COMPONENT FOR OCED DURING THOSE PROCESSES. THE INTENT FOR USING PTA'S IS TO CONV,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243624CCD000010&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,0,8900,89243624CCD000010,P00004,,,,03/14/2025,10/24/2023,03/14/2025,03/14/2025,08/22/2023,0.0,490958.96,0.0,490958.96,0.0,490958.96,SKVGV4C3LDZ9,ASU RESEARCH ENTERPRISE,,6TRV9,1475 N SCOTTSDALE RD STE 161,,SCOTTSDALE,AZ,852573554,USA,UNITED STATES,(480) 884-0404,,ARIZONA 01,F999,OTHER ENVIRONMENTAL SERVICES,541620.0,ENVIRONMENTAL CONSULTING SERVICES,AZ,,USA,MARICOPA,SCOTTSDALE,,85257,3554.0,,2025-04-04-0017
86615723C00011,Housing and Urban Development,BLN LLC,2324170,FHEO Communications & Outreach Modernization,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615723C00011&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,1404599,8600,86615723C00011,P00004,,,,02/27/2025,09/29/2023,09/28/2025,09/28/2028,09/22/2023,0.0,919570.91,0.0,919570.91,0.0,2324169.72,U1MVVCMEKKB8,BLN LLC,,83TP9,1775 TYSONS BLVD,FL 5,TYSONS,VA,221024285,USA,UNITED STATES,(202) 596-2412,,VIRGINIA 11,R799,SUPPORT- MANAGEMENT: OTHER,541613.0,MARKETING CONSULTING SERVICES,VA,,USA,FAIRFAX,MCLEAN,,22102,2412.0,,2025-04-04-0017
86615323F00016,Housing and Urban Development,Advanced Computer Concepts,954761,"Granicus Digital Communication
  Management Cloud and Licenses",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615323F00016&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD60B&contractType=AWARD,3/19/2025,573943,8600,86615323F00016,P00004,8000,NNG15SD60B,0,02/28/2025,09/29/2023,02/11/2025,09/28/2025,08/22/2023,0.0,380817.69,0.0,380817.69,-573943.08,380817.69,CGE8ABMZLZN9,"ADVANCED COMPUTER CONCEPTS, INC.",,0L850,7927 JONES BRANCH DR STE 600N,,MC LEAN,VA,221023317,USA,UNITED STATES,(571) 395-4174,(703) 525-9300,VIRGINIA 11,DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",541519.0,OTHER COMPUTER RELATED SERVICES,VA,,USA,ARLINGTON,ARLINGTON,,22201,2611.0,,2025-04-04-0017
89243224PEM000021,Department of Energy,ACCESS INTELLIGENCE LLC,19608,WEAPONS COMPLEX MONITOR SUBSCRIPTION,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243224PEM000021&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,0,8900,89243224PEM000021,0,,,,04/22/2024,04/22/2024,04/28/2025,04/28/2025,,19608.0,,19608.0,,19608.0,,MVJYBG55JR33,ACCESS INTELLIGENCE LLC,,31WM7,9211 CORPORATE BLVD,FL 4,ROCKVILLE,MD,208503852,USA,UNITED STATES,(301) 354-1463,(301) 560-6618,MARYLAND 08,7630,NEWSPAPERS AND PERIODICALS,519290.0,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,MD,,USA,MONTGOMERY,ROCKVILLE,,20850,3245.0,,2025-04-04-0017
86615622C00010,Housing and Urban Development,RED CARROT INC,6820552,"Awareness, Communication, Education and Visibility",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615622C00010&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,2749018,8600,86615622C00010,P00009,,,,02/10/2025,09/29/2022,09/28/2024,09/28/2027,03/01/2022,0.0,4071533.5,0.0,4144498.25,0.0,6820551.75,MG75EJJPLFZ7,RED CARROT INC,,6Q701,1951 NW 7TH AVE STE 600,,MIAMI,FL,331361128,USA,UNITED STATES,(305) 504-8769,,FLORIDA 26,R701,SUPPORT- MANAGEMENT: ADVERTISING,541613.0,MARKETING CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20410,1.0,,2025-04-04-0017
86615724C00025,Housing and Urban Development,2nd Wave LLC,4213139,Standard Operating Procedures,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00025&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,3403550,8600,86615724C00025,P00002,,,,03/27/2025,09/30/2024,02/13/2025,02/13/2025,08/22/2024,-430867.63,378721.37,-430867.63,378721.37,-3834417.63,378721.37,ENJJYB8WNMX9,2NDWAVE LLC,,5HPC3,"1300 PENNSYLVANIA AVE NW, STE 700",,WASHINGTON,DC,200043002,USA,UNITED STATES,(202) 204-3016,(202) 315-5853,DISTRICT OF COLUMBIA 98,R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,FAIRFAX,SPRINGFIELD,,22150,2513.0,,2025-04-04-0017
86615624C00011,Housing and Urban Development,BCT PARTNERS LLC,3795086,Electronic Platform Support Services Subscription (BCT Partners),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624C00011&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,3087377,8600,86615624C00011,P00001,,,,02/10/2025,09/30/2024,02/10/2025,09/29/2029,05/10/2024,0.0,707709.0,0.0,707709.0,0.0,3795086.0,PFSLMY1VAK71,BCT PARTNERS LLC,,3VCG3,105 LOCK ST STE 311,,NEWARK,NJ,071033565,USA,UNITED STATES,(973) 622-0900,(973) 622-0655,NEW JERSEY 10,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,519290.0,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,NJ,,USA,ESSEX,NEWARK,,07103,3565.0,,2025-04-04-0017
86615624C00006,Housing and Urban Development,Red Carrot,3025292,Media Advertisement,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,2425104,8600,86615624C00006,P00002,,,,02/10/2025,07/26/2024,07/25/2029,07/25/2029,06/27/2024,0.0,600187.8,0.0,603880.0,0.0,3025292.0,MG75EJJPLFZ7,RED CARROT INC,,6Q701,1951 NW 7TH AVE STE 600,,MIAMI,FL,331361128,USA,UNITED STATES,(305) 504-8769,,FLORIDA 26,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541613.0,MARKETING CONSULTING SERVICES,FL,,USA,MIAMI-DADE,MIAMI,,33131,2619.0,,2025-04-04-0017
86615620P00005,Housing and Urban Development,IBIS SOFTWARE CORPORATION,1912192,Client Budget and Resource Identity Tool (CBRIT),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615620P00005&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,100009,8600,86615620P00005,P00009,,,,02/11/2025,09/30/2020,02/11/2025,02/11/2025,,0.0,1812183.38,0.0,1812183.38,0.0,1912191.93,WHLZDE5NNUZ3,IBIS SOFTWARE CORPORATION,,6RQQ7,1901 CENTRAL AVE,,ALAMEDA,CA,945012622,USA,UNITED STATES,(510) 217-8775,(510) 217-8780,CALIFORNIA 12,R710,SUPPORT- MANAGEMENT: FINANCIAL,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20410,1.0,,2025-04-04-0017
86615124F00018,Housing and Urban Development,ERNST AND YOUNG LLP-1,1532431,HUD Forward BPA Order 2 OCAO Programs Assessment and Implementation Plan (DEI),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00018&modNumber=P00003&idvAgencyID=&idvPIID=86615124A00010&contractType=AWARD,3/19/2025,694236,8600,86615124F00018,P00003,8600,86615124A00010,P00001,02/27/2025,09/30/2024,02/06/2025,02/06/2025,09/25/2024,0.0,838195.2,0.0,838195.2,-694235.52,838195.2,ECMMFNMSLXM7,ERNST & YOUNG LLP,,5Y673,1 MANHATTAN WEST,,NEW YORK,NY,100012177,USA,UNITED STATES,(703) 747-0049,,NEW YORK 12,R703,SUPPORT- MANAGEMENT: ACCOUNTING,541211.0,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20001,1.0,,2025-04-04-0017
86614924F00047,Housing and Urban Development,Summit Consulting,1521942,GRRP Evaluation Part 2,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614924F00047&modNumber=P00003&idvAgencyID=&idvPIID=86614924A00001&contractType=AWARD,3/19/2025,127579,8600,86614924F00047,P00003,8600,86614924A00001,0,02/12/2025,09/30/2024,02/10/2025,02/10/2025,07/20/2024,0.0,1394363.0,0.0,1394363.0,-127579.34,1394363.0,FNYSF7X4ELS5,SUMMIT CONSULTING LLC,,3GZS9,777 6TH ST NW STE 520,,WASHINGTON,DC,200013713,USA,UNITED STATES,(202) 407-8300,(509) 984-8943,DISTRICT OF COLUMBIA 98,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20001,1152.0,,2025-04-04-0017
86615621C00011,Housing and Urban Development,BCT PARTNERS LLC,1191186,242 Program Feasibility Studies Data Web-Based Subscription Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615621C00011&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,247684,8600,86615621C00011,P00007,,,,02/20/2025,09/01/2021,08/31/2025,08/31/2026,06/16/2021,0.0,943502.0,0.0,943502.0,0.0,1191186.0,C4PVDC8AQS67,BERN RESOURCE GROUP LLC,,92MS2,9469 BLESSING DR,,PLEASANTON,CA,945884603,USA,UNITED STATES,(925) 226-0715,,CALIFORNIA 14,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,519130.0,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,CA,,USA,ALAMEDA,PLEASANTON,,94588,9518.0,,2025-04-04-0017
86615721C00005,Housing and Urban Development,SRI Consulting Services,1550384,HUD Handbook 4350.1 Revision,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615721C00005&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,984016,8600,86615721C00005,P00007,,,,02/10/2025,04/16/2021,04/14/2025,04/15/2026,03/02/2021,0.0,566368.32,0.0,566368.32,0.0,1550384.16,JFJ7CF3RYVE3,SRI CONSULTING SERVICES LLC,,7CSX3,415 LAHONTAN PASS,,SUWANEE,GA,300241550,USA,UNITED STATES,(678) 622-7494,,GEORGIA 07,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,GA,,USA,FULTON,SUWANEE,,30024,1550.0,,2025-04-04-0017
86614121F00033,Housing and Urban Development,Core Logic,970501,Automated Valuation Model (Corelogic),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614121F00033&modNumber=P00007&idvAgencyID=&idvPIID=GS23F0032U&contractType=AWARD,3/19/2025,205432,8600,86614121F00033,P00007,4730,GS23F0032U,PA0047,02/19/2025,09/01/2021,02/10/2025,02/10/2025,07/30/2021,0.0,745314.73,0.0,745314.73,-205432.14,745314.73,M7NZXNLQNF99,CORELOGIC SOLUTIONS LLC,CORELOGIC SOLUTIONS,1JTF4,40 PACIFICA,STE 900,IRVINE,CA,926187487,USA,UNITED STATES,(562) 665-0531,(949) 214-1250,CALIFORNIA 47,R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS,522310.0,MORTGAGE AND NONMORTGAGE LOAN BROKERS,CA,,USA,ORANGE,IRVINE,,92618,5035.0,,2025-04-04-0017
86614324C00006,Housing and Urban Development,"ACQUISITION SOLUTIONS EAGLES, LLC",747400,FOIA PROCESS IMPROVEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324C00006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,248000,8600,86614324C00006,P00001,,,,02/20/2025,09/10/2024,02/13/2025,09/09/2025,07/16/2024,0.0,284800.0,0.0,499400.0,-248000.0,499400.0,Y5DPUK3WLT91,"ACQUISITION SOLUTIONS EAGLES, LLC",,85UZ1,7686 RICHMOND HWY STE 105,,ALEXANDRIA,VA,223062800,USA,UNITED STATES,(301) 839-5500,,VIRGINIA 08,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20410,1.0,,2025-04-04-0017
140FS224P0091,Department of the Interior,"SMITH EQUIPMENT SERVICES, LLC",64310,"FIRE/BIL HAZARDOUS FUELS AND HURRICANE/HUMAN DEBRIS REMOVAL-BIG OAK CENTRAL UNIT, ANAHUAC NWR, ANAHUAC, TX",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FS224P0091&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/19/2025,16078,1448,140FS224P0091,P00001,,,,03/18/2025,01/31/2024,02/20/2025,02/20/2025,01/05/2024,-16077.5,48232.5,-16077.5,48232.5,-16077.5,48232.5,J1L8SV4H1B38,"SMITH EQUIPMENT SERVICES, LLC",,8PXW0,12872 HAMSHIRE RD,,HAMSHIRE,TX,776227473,USA,UNITED STATES,(281) 685-7722,,TEXAS 14,F006,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES,115310.0,SUPPORT ACTIVITIES FOR FORESTRY,TX,,USA,CHAMBERS,ANAHUAC,,77514,278.0,,2025-04-04-0017
86615723F00004,Housing and Urban Development,Leidos,23520425,Energy and Water Benchmarking Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615723F00004&modNumber=P00003&idvAgencyID=&idvPIID=GS35F116AA&contractType=AWARD,3/19/2025,13471649,8600,86615723F00004,P00003,4732,GS35F116AA,PA0092,02/13/2025,09/30/2023,02/13/2025,02/13/2025,05/23/2023,0.0,10048776.0,0.0,10048776.0,0.0,23520425.0,JSTDGZNFP4A3,"LEIDOS, INC.",,6B6E2,1750 PRESIDENTS ST FL 5,,RESTON,VA,201905617,USA,UNITED STATES,(571) 526-6000,,VIRGINIA 11,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,541519.0,OTHER COMPUTER RELATED SERVICES,VA,,USA,FAIRFAX,RESTON,,20190,5617.0,,2025-04-04-0017
86615724F00033,Housing and Urban Development,JONES LANG LASALLE AMERICAS INC.,2997337,"Support the private owners’ due diligence (such as capital needs assessments, environmental reports, energy assessments, and disaster resilience/risk mitigation assessments). Assist the private owners in developing their property investment plans.",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00033&modNumber=P00001&idvAgencyID=&idvPIID=86615324A00002&contractType=AWARD,3/19/2025,242501,8600,86615724F00033,P00001,8600,86615324A00002,P00003,02/13/2025,08/02/2024,02/13/2025,02/13/2025,05/29/2024,0.0,575133.4,0.0,575133.4,242501.0,2754836.0,NE9KSKUZ8CW9,"JONES LANG LASALLE AMERICAS, INC.",,3FYV9,2020 K ST NW STE 1100,,WASHINGTON,DC,200061806,USA,UNITED STATES,(202) 719-5822,(312) 601-1110,DISTRICT OF COLUMBIA 98,R710,SUPPORT- MANAGEMENT: FINANCIAL,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20006,1806.0,,2025-04-04-0017
